graph	variant	theta	seeds	basin_best_1e5	basin_best_1e6	se_basin_best_1e6	best_real_1e6	acc_rate_1e6
random_n124_d10	nsm_erosion	0.20	8	178.375	179.150	1.156	188.625	0.35155
random_n124_d10	nsm_erosion	0.30	8	184.750	181.850	0.966	200.675	0.45337
random_n124_d10	nsm_erosion	0.40	8	187.425	186.975	2.428	210.525	0.54736
random_n124_d10	nsm_erosion	0.50	8	191.450	186.950	2.509	220.650	0.63016
random_n124_d10	nsm_erosion	0.60	8	194.925	191.025	2.439	227.875	0.70025
random_n124_d10	nsm_erosion	0.70	8	190.200	192.225	0.875	234.150	0.75876
random_n124_d10	nsm_erosion	0.80	8	192.725	193.675	2.326	240.250	0.80599
random_n124_d10	nsm_erosion	0.90	8	198.975	195.425	2.045	244.050	0.84464
random_n124_d10	nsm_erosion	1.00	8	195.175	193.200	3.419	246.075	0.87544
random_n124_d10	nsm_erosion	1.10	8	195.975	193.225	2.118	250.075	0.90057
random_n124_d10	nsm_erosion	1.20	8	196.875	199.300	1.673	252.725	0.92068
random_n124_d10	hk_tau0.5	-1.00	8	186.325	185.825	1.841	185.825	0.00423
random_n124_d10	hk_tau0.5	-0.90	8	182.850	181.075	1.149	181.075	0.00659
random_n124_d10	hk_tau0.5	-0.80	8	182.800	180.850	0.936	180.850	0.00530
random_n124_d10	hk_tau0.5	-0.70	8	181.750	179.550	0.829	179.550	0.01072
random_n124_d10	hk_tau0.5	-0.60	8	179.175	177.025	1.460	177.025	0.01358
random_n124_d10	hk_tau0.5	-0.50	8	178.150	174.800	0.000	174.800	0.01837
random_n124_d10	hk_tau0.5	-0.40	8	175.550	174.800	0.000	174.800	0.02978
random_n124_d10	hk_tau0.5	-0.30	8	174.800	174.800	0.000	174.800	0.05070
random_n124_d10	hk_tau0.5	-0.20	8	174.800	174.800	0.000	174.800	0.08166
random_n124_d10	hk_tau0.5	-0.10	8	175.075	174.800	0.000	174.800	0.12886
random_n124_d10	hk_tau0.5	0.00	8	177.025	175.200	0.273	176.175	0.19868
random_n124_d10	hk_tau0.5	0.10	8	179.125	177.550	0.738	181.675	0.29463
random_n124_d10	hk_tau0.5	0.20	8	182.050	179.425	1.098	190.875	0.40695
random_n124_d10	hk_tau0.5	0.30	8	189.675	184.575	1.324	205.000	0.51447
random_n124_d10	hk_tau0.5	0.40	8	193.325	189.700	3.049	215.450	0.60640
random_n124_d10	hk_tau0.5	0.50	8	194.750	186.750	1.525	224.600	0.68281
random_n124_d10	hk_tau0.5	0.60	8	191.200	198.575	1.459	231.975	0.74602
random_n124_d10	hk_tau0.5	0.70	8	195.375	195.350	2.292	238.275	0.79706
random_n124_d10	hk_tau0.5	0.80	8	197.425	191.550	2.807	243.125	0.83749
random_n124_d10	hk_tau0.5	0.90	8	197.325	192.075	2.191	247.800	0.86982
random_n124_d10	hk_tau0.5	1.00	8	196.150	194.450	2.142	247.925	0.89622
random_n124_d10	hk_tau0.5	1.10	8	193.250	195.300	2.441	249.425	0.91707
random_n124_d10	hk_tau0.5	1.20	8	194.875	193.450	3.508	252.075	0.93376
random_n124_d10	hk_tau2	-1.00	8	178.625	177.750	0.459	177.975	0.00693
random_n124_d10	hk_tau2	-0.90	8	179.300	176.875	0.737	176.975	0.01040
random_n124_d10	hk_tau2	-0.80	8	177.900	177.600	0.991	177.600	0.01690
random_n124_d10	hk_tau2	-0.70	8	176.175	175.350	0.360	175.350	0.02696
random_n124_d10	hk_tau2	-0.60	8	176.925	174.800	0.000	174.800	0.04204
random_n124_d10	hk_tau2	-0.50	8	175.775	174.800	0.000	174.800	0.06284
random_n124_d10	hk_tau2	-0.40	8	175.250	174.800	0.000	174.800	0.09346
random_n124_d10	hk_tau2	-0.30	8	176.075	174.800	0.000	175.000	0.13646
random_n124_d10	hk_tau2	-0.20	8	177.675	176.050	0.415	176.975	0.19893
random_n124_d10	hk_tau2	-0.10	8	178.300	177.850	0.835	182.200	0.28742
random_n124_d10	hk_tau2	0.00	8	181.950	179.200	1.092	190.850	0.40950
random_n124_d10	hk_tau2	0.10	8	182.825	182.500	1.860	203.925	0.53597
random_n124_d10	hk_tau2	0.20	8	184.675	190.525	2.462	217.225	0.63771
random_n124_d10	hk_tau2	0.30	8	186.775	187.075	1.582	226.250	0.71399
random_n124_d10	hk_tau2	0.40	8	194.100	193.800	2.597	236.550	0.77271
random_n124_d10	hk_tau2	0.50	8	197.550	194.175	1.114	239.900	0.81828
random_n124_d10	hk_tau2	0.60	8	187.700	192.550	3.159	246.875	0.85401
random_n124_d10	hk_tau2	0.70	8	193.700	198.075	2.056	249.125	0.88219
random_n124_d10	hk_tau2	0.80	8	196.825	200.075	2.558	250.250	0.90496
random_n124_d10	hk_tau2	0.90	8	197.150	192.050	2.558	250.300	0.92332
random_n124_d10	hk_tau2	1.00	8	190.075	197.950	1.630	254.625	0.93804
random_n124_d10	hk_tau2	1.10	8	194.375	194.200	1.943	256.275	0.94990
random_n124_d10	hk_tau2	1.20	8	191.175	197.500	3.969	257.200	0.95966
random_n124_d10	hk_sched	-1.00	8	179.375	177.950	0.884	177.950	0.00825
random_n124_d10	hk_sched	-0.90	8	178.350	176.725	0.275	176.725	0.01313
random_n124_d10	hk_sched	-0.80	8	178.525	177.000	0.000	177.000	0.01868
random_n124_d10	hk_sched	-0.70	8	178.200	176.450	0.360	176.725	0.02424
random_n124_d10	hk_sched	-0.60	8	178.175	174.950	0.150	174.950	0.02931
random_n124_d10	hk_sched	-0.50	8	179.125	174.800	0.000	174.800	0.04048
random_n124_d10	hk_sched	-0.40	8	179.600	174.800	0.000	174.800	0.06011
random_n124_d10	hk_sched	-0.30	8	180.550	174.800	0.000	174.800	0.08986
random_n124_d10	hk_sched	-0.20	8	184.675	174.800	0.000	174.800	0.13105
random_n124_d10	hk_sched	-0.10	8	185.975	174.800	0.000	174.800	0.18385
random_n124_d10	hk_sched	0.00	8	188.850	174.800	0.000	175.175	0.25512
random_n124_d10	hk_sched	0.10	8	190.425	175.975	0.397	179.250	0.34485
random_n124_d10	hk_sched	0.20	8	191.900	178.050	0.920	188.275	0.44380
random_n124_d10	hk_sched	0.30	8	197.650	182.300	1.838	200.375	0.53836
random_n124_d10	hk_sched	0.40	8	197.025	185.325	1.770	211.700	0.62178
random_n124_d10	hk_sched	0.50	8	194.950	191.200	1.385	222.450	0.69314
random_n124_d10	hk_sched	0.60	8	195.550	192.775	1.347	229.525	0.75147
random_n124_d10	hk_sched	0.70	8	195.175	194.700	2.520	237.000	0.80005
random_n124_d10	hk_sched	0.80	8	195.050	196.350	2.897	241.625	0.83927
random_n124_d10	hk_sched	0.90	8	196.625	198.950	3.457	246.550	0.87112
random_n124_d10	hk_sched	1.00	8	197.250	196.950	3.171	246.050	0.89658
random_n124_d10	hk_sched	1.10	8	197.400	195.500	1.872	249.500	0.91714
random_n124_d10	hk_sched	1.20	8	197.950	191.950	2.076	254.725	0.93373
random_n124_d20	none	-1.00	8	455.400	455.050	3.682	455.050	0.00225
random_n124_d20	none	-0.90	8	449.200	448.575	1.057	448.575	0.00261
random_n124_d20	none	-0.80	8	457.600	455.600	2.645	455.600	0.00427
random_n124_d20	none	-0.70	8	462.475	461.525	3.184	461.525	0.00601
random_n124_d20	none	-0.60	8	458.175	453.850	3.487	453.850	0.00804
random_n124_d20	none	-0.50	8	451.975	449.050	1.750	449.050	0.01377
random_n124_d20	none	-0.40	8	449.350	449.075	2.822	449.075	0.01481
random_n124_d20	none	-0.30	8	445.450	444.800	0.000	444.800	0.02169
random_n124_d20	none	-0.20	8	444.800	444.800	0.000	444.800	0.03492
random_n124_d20	none	-0.10	8	444.800	444.800	0.000	444.800	0.05712
random_n124_d20	none	0.00	8	444.800	444.800	0.000	444.800	0.09112
random_n124_d20	none	0.10	8	445.075	444.800	0.000	444.925	0.13739
random_n124_d20	none	0.20	8	446.975	445.875	0.407	446.600	0.20194
random_n124_d20	none	0.30	8	448.900	448.675	0.958	454.250	0.29575
random_n124_d20	none	0.40	8	449.725	452.525	1.562	469.025	0.41044
random_n124_d20	none	0.50	8	459.150	455.575	2.944	486.125	0.51525
random_n124_d20	none	0.60	8	464.500	463.100	3.139	502.675	0.60536
random_n124_d20	none	0.70	8	463.725	466.050	3.238	514.700	0.68143
random_n124_d20	none	0.80	8	474.625	471.125	2.791	528.150	0.74375
random_n124_d20	none	0.90	8	476.050	468.225	3.724	534.225	0.79500
random_n124_d20	none	1.00	8	471.300	466.475	2.619	538.675	0.83643
random_n124_d20	none	1.10	8	471.825	472.775	3.596	545.600	0.86947
random_n124_d20	none	1.20	8	463.650	467.700	6.673	549.250	0.89629
random_n124_d20	rk1	-1.00	8	464.675	461.350	2.649	461.850	0.00023
random_n124_d20	rk1	-0.90	8	466.575	459.450	3.237	459.450	0.00032
random_n124_d20	rk1	-0.80	8	463.950	457.100	4.364	457.250	0.00027
random_n124_d20	rk1	-0.70	8	470.175	463.725	3.519	463.725	0.00036
random_n124_d20	rk1	-0.60	8	465.100	459.600	4.641	459.600	0.00039
random_n124_d20	rk1	-0.50	8	467.100	458.600	3.589	458.600	0.00056
random_n124_d20	rk1	-0.40	8	462.075	453.075	1.778	453.075	0.00072
random_n124_d20	rk1	-0.30	8	455.350	449.875	2.103	449.875	0.00106
random_n124_d20	rk1	-0.20	8	450.550	445.800	0.655	445.850	0.00152
random_n124_d20	rk1	-0.10	8	455.050	446.825	2.025	447.350	0.00297
random_n124_d20	rk1	0.00	8	450.200	444.800	0.000	445.500	0.00601
random_n124_d20	rk1	0.10	8	448.300	446.025	0.479	447.425	0.01399
random_n124_d20	rk1	0.20	8	449.475	447.675	0.990	451.025	0.03285
random_n124_d20	rk1	0.30	8	450.025	447.450	0.798	456.900	0.07805
random_n124_d20	rk1	0.40	8	455.325	451.750	1.894	474.625	0.16383
random_n124_d20	rk1	0.50	8	457.725	454.950	2.151	489.400	0.27029
random_n124_d20	rk1	0.60	8	464.900	460.100	3.154	507.700	0.38040
random_n124_d20	rk1	0.70	8	462.350	461.400	4.862	517.025	0.48502
random_n124_d20	rk1	0.80	8	469.300	472.000	4.306	529.450	0.57829
random_n124_d20	rk1	0.90	8	471.775	475.500	4.204	537.300	0.65834
random_n124_d20	rk1	1.00	8	470.300	472.950	4.286	540.425	0.72552
random_n124_d20	rk1	1.10	8	467.750	467.375	3.258	545.125	0.77987
random_n124_d20	rk1	1.20	8	472.125	472.275	5.622	549.600	0.82431
random_n124_d20	rk4	-1.00	8	462.325	462.325	3.196	462.325	0.00013
random_n124_d20	rk4	-0.90	8	470.800	469.475	3.967	469.475	0.00014
random_n124_d20	rk4	-0.80	8	456.550	455.075	1.601	455.075	0.00016
random_n124_d20	rk4	-0.70	8	464.800	455.775	3.265	456.600	0.00020
random_n124_d20	rk4	-0.60	8	458.425	452.500	1.464	452.500	0.00031
random_n124_d20	rk4	-0.50	8	465.100	454.425	2.445	454.425	0.00078
random_n124_d20	rk4	-0.40	8	454.975	450.075	2.131	450.075	0.00164
random_n124_d20	rk4	-0.30	8	448.450	447.950	2.120	447.950	0.00397
random_n124_d20	rk4	-0.20	8	450.600	446.700	1.900	446.700	0.00975
random_n124_d20	rk4	-0.10	8	446.225	444.800	0.000	444.800	0.02000
random_n124_d20	rk4	0.00	8	444.800	444.800	0.000	444.800	0.04082
random_n124_d20	rk4	0.10	8	445.300	444.800	0.000	445.400	0.07400
random_n124_d20	rk4	0.20	8	447.850	445.800	0.535	449.400	0.12889
random_n124_d20	rk4	0.30	8	449.075	449.075	0.754	457.075	0.21617
random_n124_d20	rk4	0.40	8	455.475	451.750	1.270	468.650	0.32979
random_n124_d20	rk4	0.50	8	458.650	452.750	1.603	486.225	0.43964
random_n124_d20	rk4	0.60	8	465.900	464.600	4.255	505.950	0.53957
random_n124_d20	rk4	0.70	8	465.950	461.675	2.700	519.575	0.62492
random_n124_d20	rk4	0.80	8	469.625	470.650	4.243	526.000	0.69756
random_n124_d20	rk4	0.90	8	468.550	463.500	3.841	531.800	0.75721
random_n124_d20	rk4	1.00	8	472.925	467.725	3.349	541.200	0.80600
random_n124_d20	rk4	1.10	8	480.350	473.000	3.917	547.450	0.84510
random_n124_d20	rk4	1.20	8	471.850	472.325	3.370	549.025	0.87650
random_n124_d20	nsm_rho1	-1.00	8	453.300	453.300	3.796	453.300	0.01727
random_n124_d20	nsm_rho1	-0.90	8	455.375	454.525	3.297	454.525	0.01862
random_n124_d20	nsm_rho1	-0.80	8	453.300	450.625	2.357	450.625	0.01873
random_n124_d20	nsm_rho1	-0.70	8	455.175	449.425	2.397	449.425	0.02170
random_n124_d20	nsm_rho1	-0.60	8	450.775	449.975	2.060	449.975	0.02446
random_n124_d20	nsm_rho1	-0.50	8	453.175	449.700	2.134	449.700	0.02713
random_n124_d20	nsm_rho1	-0.40	8	450.700	446.700	1.900	446.700	0.03208
random_n124_d20	nsm_rho1	-0.30	8	447.200	446.700	1.900	446.700	0.03812
random_n124_d20	nsm_rho1	-0.20	8	448.600	444.800	0.000	444.800	0.05289
random_n124_d20	nsm_rho1	-0.10	8	444.800	444.800	0.000	444.800	0.07316
random_n124_d20	nsm_rho1	0.00	8	444.800	444.800	0.000	444.800	0.10842
random_n124_d20	nsm_rho1	0.10	8	446.025	444.800	0.000	445.500	0.15488
random_n124_d20	nsm_rho1	0.20	8	447.950	446.875	0.775	449.100	0.21980
random_n124_d20	nsm_rho1	0.30	8	451.600	449.450	0.784	455.325	0.31316
random_n124_d20	nsm_rho1	0.40	8	453.275	452.075	1.134	470.625	0.42687
random_n124_d20	nsm_rho1	0.50	8	460.700	454.525	1.343	484.275	0.52915
random_n124_d20	nsm_rho1	0.60	8	461.000	463.750	3.423	503.975	0.61766
random_n124_d20	nsm_rho1	0.70	8	466.800	456.250	2.285	518.525	0.69132
random_n124_d20	nsm_rho1	0.80	8	470.050	463.250	4.578	526.500	0.75175
random_n124_d20	nsm_rho1	0.90	8	474.575	470.425	5.222	535.425	0.80134
random_n124_d20	nsm_rho1	1.00	8	469.275	477.925	1.881	543.675	0.84162
random_n124_d20	nsm_rho1	1.10	8	475.650	471.425	3.548	541.425	0.87368
random_n124_d20	nsm_rho1	1.20	8	468.600	470.325	2.735	551.750	0.89944
random_n124_d20	nsm_rho0.5	-1.00	8	457.100	455.325	3.748	455.325	0.01679
random_n124_d20	nsm_rho0.5	-0.90	8	453.875	452.450	1.817	452.450	0.02069
random_n124_d20	nsm_rho0.5	-0.80	8	457.525	456.050	2.656	456.050	0.02232
random_n124_d20	nsm_rho0.5	-0.70	8	452.925	446.950	0.934	446.950	0.01996
random_n124_d20	nsm_rho0.5	-0.60	8	450.875	448.575	1.881	448.575	0.02261
random_n124_d20	nsm_rho0.5	-0.50	8	451.100	448.575	2.371	448.575	0.02736
random_n124_d20	nsm_rho0.5	-0.40	8	447.200	446.700	1.900	446.700	0.02951
random_n124_d20	nsm_rho0.5	-0.30	8	446.975	446.700	1.900	446.700	0.03761
random_n124_d20	nsm_rho0.5	-0.20	8	446.700	444.800	0.000	444.800	0.05054
random_n124_d20	nsm_rho0.5	-0.10	8	446.800	444.800	0.000	444.800	0.07305
random_n124_d20	nsm_rho0.5	0.00	8	444.800	444.800	0.000	444.800	0.10610
random_n124_d20	nsm_rho0.5	0.10	8	445.350	444.800	0.000	445.225	0.15261
random_n124_d20	nsm_rho0.5	0.20	8	446.350	445.950	0.761	448.825	0.21622
random_n124_d20	nsm_rho0.5	0.30	8	447.850	447.575	0.850	457.675	0.30838
random_n124_d20	nsm_rho0.5	0.40	8	453.325	451.425	1.014	470.875	0.42303
random_n124_d20	nsm_rho0.5	0.50	8	456.275	457.400	2.708	490.800	0.52713
random_n124_d20	nsm_rho0.5	0.60	8	459.625	455.375	2.203	501.725	0.61569
random_n124_d20	nsm_rho0.5	0.70	8	473.500	462.525	4.468	518.825	0.69023
random_n124_d20	nsm_rho0.5	0.80	8	466.700	462.025	3.804	521.875	0.75160
random_n124_d20	nsm_rho0.5	0.90	8	472.725	473.425	3.209	533.200	0.80129
random_n124_d20	nsm_rho0.5	1.00	8	466.825	461.625	3.684	539.100	0.84136
random_n124_d20	nsm_rho0.5	1.10	8	472.600	472.600	5.267	546.975	0.87363
random_n124_d20	nsm_rho0.5	1.20	8	476.650	472.725	2.922	551.675	0.89965
random_n124_d20	nsm_erosion	-1.00	8	457.200	456.525	4.075	456.525	0.01918
random_n124_d20	nsm_erosion	-0.90	8	453.175	452.775	2.821	452.775	0.01723
random_n124_d20	nsm_erosion	-0.80	8	453.625	452.500	2.728	452.500	0.01983
random_n124_d20	nsm_erosion	-0.70	8	454.475	453.775	4.107	453.775	0.02222
random_n124_d20	nsm_erosion	-0.60	8	453.000	449.750	2.090	449.750	0.02402
random_n124_d20	nsm_erosion	-0.50	8	451.825	451.325	2.054	451.325	0.03047
random_n124_d20	nsm_erosion	-0.40	8	449.075	449.075	2.822	449.075	0.03048
random_n124_d20	nsm_erosion	-0.30	8	445.800	444.800	0.000	444.800	0.03747
random_n124_d20	nsm_erosion	-0.20	8	446.700	444.800	0.000	444.800	0.05074
random_n124_d20	nsm_erosion	-0.10	8	444.800	444.800	0.000	444.800	0.07245
random_n124_d20	nsm_erosion	0.00	8	444.800	444.800	0.000	444.800	0.10499
random_n124_d20	nsm_erosion	0.10	8	446.300	444.800	0.000	445.450	0.15208
random_n124_d20	nsm_erosion	0.20	8	447.850	446.250	0.584	449.175	0.21420
random_n124_d20	nsm_erosion	0.30	8	450.875	449.400	0.672	458.275	0.30575
random_n124_d20	nsm_erosion	0.40	8	451.600	448.250	1.504	469.425	0.41738
random_n124_d20	nsm_erosion	0.50	8	459.650	454.125	1.286	486.750	0.52191
random_n124_d20	nsm_erosion	0.60	8	457.200	456.650	1.445	503.875	0.60969
random_n124_d20	nsm_erosion	0.70	8	466.375	461.000	3.461	517.350	0.68502
random_n124_d20	nsm_erosion	0.80	8	462.825	466.275	3.258	528.750	0.74700
random_n124_d20	nsm_erosion	0.90	8	468.475	468.025	4.918	534.100	0.79731
random_n124_d20	nsm_erosion	1.00	8	468.925	469.775	3.602	540.750	0.83805
random_n124_d20	nsm_erosion	1.10	8	461.000	470.775	2.787	545.000	0.87136
random_n124_d20	nsm_erosion	1.20	8	468.925	474.725	3.815	546.375	0.89737
random_n124_d20	hk_tau0.5	-1.00	8	460.075	457.650	3.954	457.650	0.00177
random_n124_d20	hk_tau0.5	-0.90	8	460.325	457.350	3.979	457.350	0.00656
random_n124_d20	hk_tau0.5	-0.80	8	451.700	450.975	3.261	450.975	0.00829
random_n124_d20	hk_tau0.5	-0.70	8	450.625	446.975	1.881	446.975	0.00823
random_n124_d20	hk_tau0.5	-0.60	8	451.200	450.600	2.831	450.600	0.01122
random_n124_d20	hk_tau0.5	-0.50	8	446.050	444.800	0.000	444.800	0.01492
random_n124_d20	hk_tau0.5	-0.40	8	449.950	446.700	1.900	446.700	0.02156
random_n124_d20	hk_tau0.5	-0.30	8	444.800	444.800	0.000	444.800	0.03193
random_n124_d20	hk_tau0.5	-0.20	8	444.800	444.800	0.000	444.800	0.05198
random_n124_d20	hk_tau0.5	-0.10	8	444.800	444.800	0.000	444.800	0.08249
random_n124_d20	hk_tau0.5	0.00	8	444.800	444.800	0.000	444.800	0.12574
random_n124_d20	hk_tau0.5	0.10	8	445.825	445.075	0.275	446.150	0.18316
random_n124_d20	hk_tau0.5	0.20	8	447.075	448.250	0.828	451.975	0.26642
random_n124_d20	hk_tau0.5	0.30	8	450.200	450.125	1.782	464.375	0.38486
random_n124_d20	hk_tau0.5	0.40	8	450.075	455.025	2.057	478.300	0.50109
random_n124_d20	hk_tau0.5	0.50	8	466.350	455.275	2.003	500.900	0.59799
random_n124_d20	hk_tau0.5	0.60	8	461.000	464.500	3.653	513.875	0.67751
random_n124_d20	hk_tau0.5	0.70	8	472.900	465.825	3.611	518.200	0.74222
random_n124_d20	hk_tau0.5	0.80	8	465.925	470.775	4.008	534.350	0.79509
random_n124_d20	hk_tau0.5	0.90	8	465.400	470.900	3.898	542.800	0.83682
random_n124_d20	hk_tau0.5	1.00	8	481.975	474.975	4.038	544.000	0.87043
random_n124_d20	hk_tau0.5	1.10	8	477.400	468.875	3.346	550.825	0.89732
random_n124_d20	hk_tau0.5	1.20	8	471.700	473.625	4.794	551.350	0.91851
random_n124_d20	hk_tau2	-1.00	8	449.800	447.475	2.017	447.475	0.00755
random_n124_d20	hk_tau2	-0.90	8	447.200	444.800	0.000	444.800	0.00870
random_n124_d20	hk_tau2	-0.80	8	448.900	448.900	2.684	448.900	0.01641
random_n124_d20	hk_tau2	-0.70	8	444.800	444.800	0.000	444.800	0.02374
random_n124_d20	hk_tau2	-0.60	8	444.800	444.800	0.000	444.800	0.03780
random_n124_d20	hk_tau2	-0.50	8	444.800	444.800	0.000	444.800	0.05681
random_n124_d20	hk_tau2	-0.40	8	444.800	444.800	0.000	444.800	0.08333
random_n124_d20	hk_tau2	-0.30	8	445.050	444.800	0.000	444.800	0.11978
random_n124_d20	hk_tau2	-0.20	8	445.425	444.800	0.000	445.650	0.16922
random_n124_d20	hk_tau2	-0.10	8	448.375	445.850	0.550	449.950	0.23761
random_n124_d20	hk_tau2	0.00	8	449.600	448.900	1.428	457.450	0.33810
random_n124_d20	hk_tau2	0.10	8	456.150	454.925	1.695	473.325	0.47488
random_n124_d20	hk_tau2	0.20	8	456.900	455.200	2.082	489.750	0.59416
random_n124_d20	hk_tau2	0.30	8	466.175	459.550	2.357	506.400	0.68325
random_n124_d20	hk_tau2	0.40	8	470.725	458.275	3.114	523.225	0.75263
random_n124_d20	hk_tau2	0.50	8	466.875	465.125	4.925	533.075	0.80555
random_n124_d20	hk_tau2	0.60	8	471.100	464.475	5.352	540.250	0.84708
random_n124_d20	hk_tau2	0.70	8	474.850	467.450	4.165	547.450	0.87961
random_n124_d20	hk_tau2	0.80	8	475.500	473.750	4.422	550.550	0.90496
random_n124_d20	hk_tau2	0.90	8	471.750	476.900	2.930	554.900	0.92447
random_n124_d20	hk_tau2	1.00	8	478.100	473.925	2.966	558.375	0.94037
random_n124_d20	hk_tau2	1.10	8	481.425	475.525	3.944	557.425	0.95272
random_n124_d20	hk_tau2	1.20	8	471.200	472.675	4.077	558.000	0.96255
random_n124_d20	hk_sched	-1.00	8	445.075	444.800	0.000	444.800	0.00797
random_n124_d20	hk_sched	-0.90	8	445.075	444.800	0.000	444.800	0.01083
random_n124_d20	hk_sched	-0.80	8	445.325	444.800	0.000	444.800	0.01474
random_n124_d20	hk_sched	-0.70	8	446.750	444.800	0.000	444.800	0.02032
random_n124_d20	hk_sched	-0.60	8	446.150	444.800	0.000	444.800	0.02829
random_n124_d20	hk_sched	-0.50	8	448.575	444.800	0.000	444.800	0.03952
random_n124_d20	hk_sched	-0.40	8	451.775	444.800	0.000	444.800	0.05644
random_n124_d20	hk_sched	-0.30	8	452.600	444.800	0.000	444.800	0.08167
random_n124_d20	hk_sched	-0.20	8	454.900	444.800	0.000	444.800	0.11319
random_n124_d20	hk_sched	-0.10	8	457.150	444.800	0.000	444.800	0.15089
random_n124_d20	hk_sched	0.00	8	463.500	444.800	0.000	444.800	0.19795
random_n124_d20	hk_sched	0.10	8	470.875	444.800	0.000	445.100	0.25965
random_n124_d20	hk_sched	0.20	8	470.025	445.825	0.542	448.450	0.33464
random_n124_d20	hk_sched	0.30	8	469.225	448.800	1.115	455.450	0.42955
random_n124_d20	hk_sched	0.40	8	475.050	452.600	1.445	470.400	0.53080
random_n124_d20	hk_sched	0.50	8	472.525	459.375	2.543	490.800	0.61768
random_n124_d20	hk_sched	0.60	8	475.625	464.425	3.998	506.600	0.69108
random_n124_d20	hk_sched	0.70	8	476.425	466.500	4.262	521.675	0.75188
random_n124_d20	hk_sched	0.80	8	473.775	463.950	2.460	525.950	0.80131
random_n124_d20	hk_sched	0.90	8	481.575	465.900	4.503	536.150	0.84151
random_n124_d20	hk_sched	1.00	8	475.150	474.950	2.399	545.000	0.87370
random_n124_d20	hk_sched	1.10	8	474.675	471.250	3.467	548.875	0.89960
random_n124_d20	hk_sched	1.20	8	461.325	468.900	4.929	551.925	0.92031
random_n250_d5	none	-1.00	8	129.250	125.275	1.129	125.275	0.00575
random_n250_d5	none	-0.90	8	125.000	121.900	1.908	121.900	0.01139
random_n250_d5	none	-0.80	8	124.375	122.275	1.201	122.275	0.01480
random_n250_d5	none	-0.70	8	125.525	122.125	1.800	122.125	0.01962
random_n250_d5	none	-0.60	8	120.825	117.525	0.744	117.525	0.02885
random_n250_d5	none	-0.50	8	121.325	115.875	0.037	115.875	0.04148
random_n250_d5	none	-0.40	8	120.200	116.625	0.498	116.675	0.06252
random_n250_d5	none	-0.30	8	117.450	116.250	0.164	116.875	0.09089
random_n250_d5	none	-0.20	8	117.925	117.000	0.256	119.875	0.13321
random_n250_d5	none	-0.10	8	121.975	119.375	0.800	125.550	0.19199
random_n250_d5	none	0.00	8	122.925	121.025	1.190	135.225	0.27022
random_n250_d5	none	0.10	8	131.150	130.250	1.386	153.275	0.36786
random_n250_d5	none	0.20	8	136.500	135.375	2.017	171.475	0.46767
random_n250_d5	none	0.30	8	143.875	141.500	1.832	190.050	0.55801
random_n250_d5	none	0.40	8	144.500	143.875	2.371	203.975	0.63602
random_n250_d5	none	0.50	8	151.125	146.000	2.790	218.125	0.70213
random_n250_d5	none	0.60	8	151.875	150.375	1.772	228.200	0.75659
random_n250_d5	none	0.70	8	151.375	146.600	2.293	235.275	0.80127
random_n250_d5	none	0.80	8	155.875	147.875	1.968	240.250	0.83765
random_n250_d5	none	0.90	8	153.125	151.975	2.398	244.475	0.86764
random_n250_d5	none	1.00	8	154.875	153.875	2.900	249.700	0.89186
random_n250_d5	none	1.10	8	156.750	152.600	3.602	251.550	0.91161
random_n250_d5	none	1.20	8	156.500	155.000	4.807	253.875	0.92775
random_n250_d5	rk1	-1.00	8	149.500	138.000	2.598	138.300	0.00039
random_n250_d5	rk1	-0.90	8	149.625	139.225	2.130	139.600	0.00047
random_n250_d5	rk1	-0.80	8	139.725	130.475	1.884	130.800	0.00052
random_n250_d5	rk1	-0.70	8	138.025	129.400	2.633	129.475	0.00064
random_n250_d5	rk1	-0.60	8	145.375	128.150	1.988	128.650	0.00101
random_n250_d5	rk1	-0.50	8	136.350	121.725	1.097	122.025	0.00152
random_n250_d5	rk1	-0.40	8	136.400	124.075	1.436	124.500	0.00270
random_n250_d5	rk1	-0.30	8	128.875	120.500	1.035	121.975	0.00544
random_n250_d5	rk1	-0.20	8	127.575	120.100	0.843	123.775	0.01162
random_n250_d5	rk1	-0.10	8	126.375	121.225	0.464	130.125	0.02652
random_n250_d5	rk1	0.00	8	125.100	122.475	1.104	140.500	0.05902
random_n250_d5	rk1	0.10	8	133.875	131.725	1.002	156.575	0.12200
random_n250_d5	rk1	0.20	8	137.625	132.500	2.457	174.375	0.21240
random_n250_d5	rk1	0.30	8	143.000	142.000	2.500	188.650	0.31413
random_n250_d5	rk1	0.40	8	148.750	145.250	2.711	207.400	0.41718
random_n250_d5	rk1	0.50	8	152.875	146.250	2.389	218.250	0.51173
random_n250_d5	rk1	0.60	8	147.850	149.375	1.936	229.125	0.59598
